347,[602 109   6 202 191],0.0,0.0,0.0,0.0
70336,[534 232  68 562  28],0.0,0.0,0.0,0.0
86377,[573 298 318 522 487],0.0,0.0,0.0,0.0
2053,[288 294 477 483 381],0.0,0.0,0.0,0.0
2053,[313 517 448 603 274],0.0,0.0,0.0,0.0
2053,[380 160 599 226 177],0.0,0.0,0.0,0.0
2053,[164 607 579 234  19],0.0,0.0,0.0,0.0
1256,[  1 448 462 587 391],0.0,0.0,0.0,0.0
1256,[483 177  89 380 216],0.0,0.0,0.0,0.0
1256,[387 474 480 409  28],0.0,0.0,0.0,0.0
1256,[217  19 465 156 369],0.0,0.0,0.0,0.0
4498,[325 599 238 380 494],0.0,0.0,0.0,0.0
68554,[111  68  62 382 292],0.0,0.0,0.0,0.0
68554,[123 249 105 605 305],0.0,0.0,0.0,0.0
68554,[318 298 509 448 408],0.0,0.0,0.0,0.0
118900,[ 18 448 563 292  41],0.0,0.0,0.0,0.0
51086,[380 352 606 166 414],0.0,0.0,0.0,0.0
51086,[511 111  62 233 560],0.0,0.0,0.0,0.0
55282,[352 610 274 307 380],0.19882216111509568,0.0,0.7236093948100565,0.0
55282,[ 68 158  92 414 599],0.0,0.0,0.0,0.0
2261,[474 555  66 599  19],0.0,0.0,0.0,0.0
2048,[525 212 414 186  20],0.0,0.0,0.0,0.0
4748,[594 600 477 599 274],0.0,0.0,0.0,0.0
89904,[414 153 177 305 599],0.0,0.0,0.0,0.0
89904,[104  63 339 483 543],0.0,0.0,0.0,0.0
2170,[438 294 482 274 599],0.0,0.0,0.0,0.0
59126,[369 339 525 232  68],0.0,0.0,0.0,0.0
134393,[610  73  24 563 519],0.0,0.0,0.0,0.0
134393,[125 111 448 298  21],0.0,0.0,0.0,0.0
2188,[489 342 414 599 608],0.0,0.0,0.0,0.0
5049,[590  68 377 448 599],0.0,0.0,0.0,0.0
5049,[414 608 275 561 452],0.0,0.0,0.0,0.0
3394,[ 19 474  45 555  42],0.0,0.0,0.0,0.0
1711,[221 156 453 414 198],0.13752234128697166,0.0,0.48930605567469343,0.0
1711,[ 68  23 603 368  85],0.0,0.0,0.0,0.0
1711,[288 587 294 391 481],0.0,0.0,0.0,0.0
1711,[474  57 360 555 595],0.0,0.0,0.0,0.0
130520,[586 119  89 256 111],0.0,0.0,0.0,0.0
6873,[288  68 232 606 480],0.0,0.0,0.0,0.0
6873,[182  51 287 610 599],0.0,0.0,0.0,0.0
6873,[100 103 104 414 560],0.0,0.0,0.0,0.0
6873,[177  82  95 387 474],0.0,0.0,0.0,0.0
2502,[391 230 357  68 200],0.04377017866413592,0.0,0.21885089332067958,0.0
2502,[480 182 304 414 553],0.16960247424897332,0.0,0.8480123712448666,0.0
2502,[597 307 322 585 477],0.15344044216999403,0.0,0.4172022108499704,0.0
2502,[ 42  19 155 104 552],0.0,0.0,0.0,0.0
2502,[330 317 257   1 122],0.06,0.0,0.3,0.0
2502,[469 361 599 219 520],0.07999999999999997,0.0,0.39999999999999986,0.0
2502,[370 226 100 434 282],0.14029533502167818,0.0,0.4014766751083915,0.0
2502,[ 64 187 381 135  17],0.0,0.0,0.0,0.0
2502,[249 218 288 424 239],0.09,0.0,0.45,0.0
2502,[ 45 339 533 484 341],0.32422973595829485,0.0,1.2000000000000004,0.0
2502,[105  76 236 449 169],0.1399999999999999,0.0,0.3999999999999996,0.0
2502,[413 600 294 298 573],0.07010708247148184,0.0,0.3505354123574092,0.0
2502,[387  91 356 167 141],0.07567088208890287,0.0,0.22835441044451438,0.0
2502,[316 522 336 261 318],0.0,0.0,0.0,0.0
2502,[ 73 452 354 279 220],0.058647850978629235,0.0,0.2932392548931462,0.0
2502,[448 539 438  28 221],0.14012157357770522,0.0,0.3921144530985223,0.0
2502,[525 453 474 425 177],0.026948614338348227,0.0,0.13474307169174113,0.0
2502,[419 403 608 509 561],0.26692866334722154,0.0,0.549999999999999,0.0
72226,[125 103  73 381 610],0.0,0.0,0.0,0.0
72226,[525 212 334 414 477],0.0,0.0,0.0,0.0
72226,[318 122 509 298 152],0.0,0.0,0.0,0.0
39446,[610 213 573 274 484],0.0,0.0,0.0,0.0
39446,[495 380 387 249 307],0.0,0.0,0.0,0.0
938,[474 290 369 489 517],0.0,0.0,0.0,0.0
5293,[ 47 380 608 182 558],0.0,0.0,0.0,0.0
517,[234 603 414 532 607],0.0,0.0,0.0,0.0
1914,[260 412 221 474  70],0.0,0.0,0.0,0.0
81847,[105 104 246 148  10],0.0,0.0,0.0,0.0
81847,[567  68 177  98 111],0.0,0.0,0.0,0.0
81847,[382 484 328 306 586],0.0,0.0,0.0,0.0
81847,[143  52 534 252 525],0.0,0.0,0.0,0.0
1476,[ 68 492  44 294 500],0.0,0.0,0.0,0.0
1476,[593 469 597 266 298],0.09448464587137531,0.0,0.47242322935687653,0.0
1476,[448 375  45 307  93],0.0,0.0,0.0,0.0
